brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,clean_title_missing,vehicle_age,milage_bin,brand_model,log_price,model_year_milage,brand_model_year,brand_milage,fuel_type_milage,brand_clean_title_missing,fuel_type_clean_title_missing,accident_clean_title_missing,brand_fuel_type,accident_clean_title
Nissan,370Z Touring,2012,65000,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21500,0,12,50k-100k,Nissan_370Z Touring,9.975808214115753,130780000,Nissan_2012,Nissan_65000,Gasoline_65000,Nissan_0,Gasoline_0,None reported_0,Nissan_Gasoline,None reported_Yes
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,3.0 Liter DOHC Twin Turbo,Automatic,Black,–,At least 1 accident or damage reported,Unknown,38598,1,6,50k-100k,Mercedes-Benz_GLS 450 Base 4MATIC,10.560955740639056,126746544,Mercedes-Benz_2018,Mercedes-Benz_62808,Gasoline_62808,Mercedes-Benz_1,Gasoline_1,At least 1 accident or damage reported_1,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Unknown
Ford,Mustang GT Premium,2021,3000,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,49500,0,3,<50k,Ford_Mustang GT Premium,10.809727948556782,6063000,Ford_2021,Ford_3000,Gasoline_3000,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Audi,Q5 2.0T Premium,2012,119000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,Yes,12000,0,12,100k-150k,Audi_Q5 2.0T Premium,9.392661928770137,239428000,Audi_2012,Audi_119000,Gasoline_119000,Audi_0,Gasoline_0,None reported_0,Audi_Gasoline,None reported_Yes
RAM,2500 Big Horn,2013,198868,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,25000,0,11,150k-200k,RAM_2500 Big Horn,10.126631103850338,400321284,RAM_2013,RAM_198868,Diesel_198868,RAM_0,Diesel_0,None reported_0,RAM_Diesel,None reported_Yes
Dodge,Ram 1500 ST,2011,188000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,8500,0,13,150k-200k,Dodge_Ram 1500 ST,9.047821442478408,378068000,Dodge_2011,Dodge_188000,Gasoline_188000,Dodge_0,Gasoline_0,At least 1 accident or damage reported_0,Dodge_Gasoline,At least 1 accident or damage reported_Yes
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10750,0,11,150k-200k,Mercedes-Benz_C-Class C 300 4MATIC Sport,9.28266103355581,316856265,Mercedes-Benz_2013,Mercedes-Benz_157405,Gasoline_157405,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Dodge,Challenger SRT Hellcat,2016,8228,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,62500,0,8,<50k,Dodge_Challenger SRT Hellcat,11.042921835724492,16587648,Dodge_2016,Dodge_8228,Gasoline_8228,Dodge_0,Gasoline_0,None reported_0,Dodge_Gasoline,None reported_Yes
Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,42950,0,6,50k-100k,Land_Rover Range Rover 3.0L Supercharged HSE,10.667791927412402,147517818,Land_2018,Land_73101,Gasoline_73101,Land_0,Gasoline_0,None reported_0,Land_Gasoline,None reported_Yes
BMW,M4 Base,2018,10950,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,White,None reported,Yes,60995,0,6,<50k,BMW_M4 Base,11.018547172582839,22097100,BMW_2018,BMW_10950,Gasoline_10950,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,47000,0,6,50k-100k,Mercedes-Benz_S-Class S 560 4MATIC,10.757902880692196,127456880,Mercedes-Benz_2018,Mercedes-Benz_63160,Gasoline_63160,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,Gasoline,"5L V-8 gasoline direct injection, DOHC, variable valve control,","Automatic, 8-Spd",–,–,None reported,Unknown,68900,1,5,<50k,Land_Rover Range Rover 5.0L V8 Supercharged,11.14041145700175,64337454,Land_2019,Land_31866,Gasoline_31866,Land_1,Gasoline_1,None reported_1,Land_Gasoline,None reported_Unknown
Chevrolet,Express 3500 Base,2009,75000,Gasoline,319.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18900,0,15,50k-100k,Chevrolet_Express 3500 Base,9.846917201047734,150675000,Chevrolet_2009,Chevrolet_75000,Gasoline_75000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Toyota,4Runner TRD Pro,2016,98000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,36000,0,8,50k-100k,Toyota_4Runner TRD Pro,10.491274217438248,197568000,Toyota_2016,Toyota_98000,Gasoline_98000,Toyota_0,Gasoline_0,At least 1 accident or damage reported_0,Toyota_Gasoline,At least 1 accident or damage reported_Yes
Mazda,MX-5 Miata Grand Touring,2012,33576,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,18900,0,12,<50k,Mazda_MX-5 Miata Grand Touring,9.846917201047734,67554912,Mazda_2012,Mazda_33576,Gasoline_33576,Mazda_0,Gasoline_0,None reported_0,Mazda_Gasoline,None reported_Yes
Volkswagen,Touareg VR6 Lux,2012,123200,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,12449,0,12,100k-150k,Volkswagen_Touareg VR6 Lux,9.429395577381786,247878400,Volkswagen_2012,Volkswagen_123200,Gasoline_123200,Volkswagen_0,Gasoline_0,At least 1 accident or damage reported_0,Volkswagen_Gasoline,At least 1 accident or damage reported_Yes
Jaguar,XJ Base,2013,112000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,8800,0,11,100k-150k,Jaguar_XJ Base,9.082507000466299,225456000,Jaguar_2013,Jaguar_112000,Gasoline_112000,Jaguar_0,Gasoline_0,None reported_0,Jaguar_Gasoline,None reported_Yes
Chevrolet,Camaro 2SS,2010,68000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,19500,0,14,50k-100k,Chevrolet_Camaro 2SS,9.878169744551839,136680000,Chevrolet_2010,Chevrolet_68000,Gasoline_68000,Chevrolet_0,Gasoline_0,At least 1 accident or damage reported_0,Chevrolet_Gasoline,At least 1 accident or damage reported_Yes
INFINITI,G37 x,2012,120000,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,14500,0,12,100k-150k,INFINITI_G37 x,9.581903928408666,241440000,INFINITI_2012,INFINITI_120000,Gasoline_120000,INFINITI_0,Gasoline_0,At least 1 accident or damage reported_0,INFINITI_Gasoline,At least 1 accident or damage reported_Yes
BMW,X6 xDrive50i,2019,45000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,46999,0,5,<50k,BMW_X6 xDrive50i,10.757881603870102,90855000,BMW_2019,BMW_45000,Gasoline_45000,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Chevrolet,Camaro LT1,2022,6700,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,39500,0,2,<50k,Chevrolet_Camaro LT1,10.584055950889214,13547400,Chevrolet_2022,Chevrolet_6700,Gasoline_6700,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Porsche,Taycan Base,2021,6785,Gasoline,Electric,2-Speed Automatic,Gentian Blue Metallic,Black,None reported,Unknown,108900,1,3,<50k,Porsche_Taycan Base,11.598185308921051,13712485,Porsche_2021,Porsche_6785,Gasoline_6785,Porsche_1,Gasoline_1,None reported_1,Porsche_Gasoline,None reported_Unknown
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,–,None reported,Yes,59750,0,9,<50k,Mercedes-Benz_S-Class S 63 AMG,10.997924469793757,82413500,Mercedes-Benz_2015,Mercedes-Benz_40900,Gasoline_40900,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Cadillac,Escalade ESV Premium Luxury,2018,74150,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gold,Brown,None reported,Yes,45000,0,6,50k-100k,Cadillac_Escalade ESV Premium Luxury,10.714417768752456,149634700,Cadillac_2018,Cadillac_74150,Gasoline_74150,Cadillac_0,Gasoline_0,None reported_0,Cadillac_Gasoline,None reported_Yes
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,15999,0,10,50k-100k,Toyota_Camry Hybrid XLE,9.680281499268713,190218272,Toyota_2014,Toyota_94448,Hybrid_94448,Toyota_0,Hybrid_0,None reported_0,Toyota_Hybrid,None reported_Yes
Audi,A6 3.0T Prestige,2015,108000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,19998,0,9,100k-150k,Audi_A6 3.0T Prestige,9.903387547535795,217620000,Audi_2015,Audi_108000,Gasoline_108000,Audi_0,Gasoline_0,None reported_0,Audi_Gasoline,None reported_Yes
BMW,X5 M Base,2012,118000,Gasoline,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Orange,At least 1 accident or damage reported,Yes,17000,0,12,100k-150k,BMW_X5 M Base,9.740968623038354,237416000,BMW_2012,BMW_118000,Gasoline_118000,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Jaguar,F-PACE SVR,2020,38800,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,57500,0,4,<50k,Jaguar_F-PACE SVR,10.959540226785442,78376000,Jaguar_2020,Jaguar_38800,Gasoline_38800,Jaguar_0,Gasoline_0,None reported_0,Jaguar_Gasoline,None reported_Yes
BMW,740 i,2017,55000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40000,0,7,50k-100k,BMW_740 i,10.596634733096073,110935000,BMW_2017,BMW_55000,Gasoline_55000,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
BMW,M340 i xDrive,2021,34967,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,49999,0,3,<50k,BMW_M340 i xDrive,10.81975828421028,70668307,BMW_2021,BMW_34967,Hybrid_34967,BMW_0,Hybrid_0,At least 1 accident or damage reported_0,BMW_Hybrid,At least 1 accident or damage reported_Yes
Jeep,Wrangler Unlimited Sport,2016,85325,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,30000,0,8,50k-100k,Jeep_Wrangler Unlimited Sport,10.308952660644293,172015200,Jeep_2016,Jeep_85325,Gasoline_85325,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
RAM,2500 Tradesman,2018,63750,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,36000,0,6,50k-100k,RAM_2500 Tradesman,10.491274217438248,128647500,RAM_2018,RAM_63750,Gasoline_63750,RAM_0,Gasoline_0,None reported_0,RAM_Gasoline,None reported_Yes
Ford,Mustang V6,2016,87248,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,19999,0,8,50k-100k,Ford_Mustang V6,9.903437551286085,175891968,Ford_2016,Ford_87248,Gasoline_87248,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
BMW,328 i,1997,206000,Gasoline,190.0HP 2.8L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,15900,0,27,>200k,BMW_328 i,9.674074388208323,411382000,BMW_1997,BMW_206000,Gasoline_206000,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,11999,0,13,100k-150k,Mercedes-Benz_GL-Class GL 450,9.392578591964389,226949394,Mercedes-Benz_2011,Mercedes-Benz_112854,Gasoline_112854,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Rivian,R1S Adventure Package,2023,1150,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Green,Black,None reported,Yes,96850,0,1,<50k,Rivian_R1S Adventure Package,11.480918668835143,2326450,Rivian_2023,Rivian_1150,Gasoline_1150,Rivian_0,Gasoline_0,None reported_0,Rivian_Gasoline,None reported_Yes
Tesla,Model Y Long Range,2023,10000,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,48000,0,1,<50k,Tesla_Model Y Long Range,10.778956289890028,20230000,Tesla_2023,Tesla_10000,Gasoline_10000,Tesla_0,Gasoline_0,None reported_0,Tesla_Gasoline,None reported_Yes
Mercedes-Benz,E-Class E 350,2022,14100,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,53000,0,2,<50k,Mercedes-Benz_E-Class E 350,10.87804719253426,28510200,Mercedes-Benz_2022,Mercedes-Benz_14100,Gasoline_14100,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
BMW,X7 xDrive40i,2023,14360,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,85495,0,1,<50k,BMW_X7 xDrive40i,11.356213173682693,29050280,BMW_2023,BMW_14360,Hybrid_14360,BMW_0,Hybrid_0,None reported_0,BMW_Hybrid,None reported_Yes
Chevrolet,Trailblazer RS,2023,10000,Gasoline,155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,32000,0,1,<50k,Chevrolet_Trailblazer RS,10.373491181781864,20230000,Chevrolet_2023,Chevrolet_10000,Gasoline_10000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Suburban 1500 LTZ,2015,217500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20000,0,9,>200k,Chevrolet_Suburban 1500 LTZ,9.903487552536127,438262500,Chevrolet_2015,Chevrolet_217500,Gasoline_217500,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Suburban Premier,2021,73846,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Midnight Blue Metallic,Jet Black,None reported,Yes,60995,0,3,50k-100k,Chevrolet_Suburban Premier,11.018547172582839,149242766,Chevrolet_2021,Chevrolet_73846,Gasoline_73846,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Jeep,Gladiator Overland,2020,40000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,45000,0,4,<50k,Jeep_Gladiator Overland,10.714417768752456,80800000,Jeep_2020,Jeep_40000,Gasoline_40000,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
GMC,Yukon XL AT4,2023,9980,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,82000,0,1,<50k,GMC_Yukon XL AT4,11.314474526246391,20189540,GMC_2023,GMC_9980,Gasoline_9980,GMC_0,Gasoline_0,None reported_0,GMC_Gasoline,None reported_Yes
Mazda,Mazda6 Grand Touring Reserve,2019,41997,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,24995,0,5,<50k,Mazda_Mazda6 Grand Touring Reserve,10.12643108384767,84791943,Mazda_2019,Mazda_41997,Gasoline_41997,Mazda_0,Gasoline_0,None reported_0,Mazda_Gasoline,None reported_Yes
Alfa,Romeo Giulia Ti,2021,2000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,39000,0,3,<50k,Alfa_Romeo Giulia Ti,10.571316925111784,4042000,Alfa_2021,Alfa_2000,Gasoline_2000,Alfa_0,Gasoline_0,None reported_0,Alfa_Gasoline,None reported_Yes
Mercedes-Benz,CLA-Class CLA 250,2016,42750,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22999,0,8,<50k,Mercedes-Benz_CLA-Class CLA 250,10.043206015705211,86184000,Mercedes-Benz_2016,Mercedes-Benz_42750,Gasoline_42750,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
BMW,330 330i xDrive,2019,19473,Gasoline,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Alpine White,Canberra Beige,None reported,Unknown,31698,1,5,<50k,BMW_330 330i xDrive,10.364008866392371,39315987,BMW_2019,BMW_19473,Gasoline_19473,BMW_1,Gasoline_1,None reported_1,BMW_Gasoline,None reported_Unknown
Volkswagen,Beetle 2.0T S,2019,35340,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,23000,0,5,<50k,Volkswagen_Beetle 2.0T S,10.043249494911286,71351460,Volkswagen_2019,Volkswagen_35340,Gasoline_35340,Volkswagen_0,Gasoline_0,None reported_0,Volkswagen_Gasoline,None reported_Yes
Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12000,0,16,50k-100k,Mercedes-Benz_CLK-Class CLK 350,9.392661928770137,186744000,Mercedes-Benz_2008,Mercedes-Benz_93000,Gasoline_93000,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
Audi,RS 7 4.0T Prestige,2014,66150,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,47995,0,10,50k-100k,Audi_RS 7 4.0T Prestige,10.778852117797637,133226100,Audi_2014,Audi_66150,Gasoline_66150,Audi_0,Gasoline_0,At least 1 accident or damage reported_0,Audi_Gasoline,At least 1 accident or damage reported_Yes
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19352,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Beige,None reported,Yes,54599,0,2,<50k,Volvo_XC60 Recharge Plug-In Hybrid T8 Inscription,10.90777084654696,39129744,Volvo_2022,Volvo_19352,Plug-In Hybrid_19352,Volvo_0,Plug-In Hybrid_0,None reported_0,Volvo_Plug-In Hybrid,None reported_Yes
Land,Rover Range Rover Supercharged LWB,2020,81000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,64800,0,4,50k-100k,Land_Rover Range Rover Supercharged LWB,11.079060882340366,163620000,Land_2020,Land_81000,Gasoline_81000,Land_0,Gasoline_0,None reported_0,Land_Gasoline,None reported_Yes
Toyota,Sequoia Limited,2011,183000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,None reported,Yes,16000,0,13,150k-200k,Toyota_Sequoia Limited,9.680344001221918,368013000,Toyota_2011,Toyota_183000,Gasoline_183000,Toyota_0,Gasoline_0,None reported_0,Toyota_Gasoline,None reported_Yes
Jeep,Wrangler X,2004,44000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Green,Green,At least 1 accident or damage reported,Yes,24999,0,20,<50k,Jeep_Wrangler X,10.126591103050316,88176000,Jeep_2004,Jeep_44000,Gasoline_44000,Jeep_0,Gasoline_0,At least 1 accident or damage reported_0,Jeep_Gasoline,At least 1 accident or damage reported_Yes
Audi,S5 3.0T Premium,2021,18100,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,51800,0,3,<50k,Audi_S5 3.0T Premium,10.855145428247575,36580100,Audi_2021,Audi_18100,Gasoline_18100,Audi_0,Gasoline_0,None reported_0,Audi_Gasoline,None reported_Yes
Land,Rover Range Rover Sport Supercharged,2011,40000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,At least 1 accident or damage reported,Yes,20000,0,13,<50k,Land_Rover Range Rover Sport Supercharged,9.903487552536127,80440000,Land_2011,Land_40000,Gasoline_40000,Land_0,Gasoline_0,At least 1 accident or damage reported_0,Land_Gasoline,At least 1 accident or damage reported_Yes
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,None reported,Yes,31999,0,13,100k-150k,Mercedes-Benz_Sprinter 2500,10.373459931293572,241320000,Mercedes-Benz_2011,Mercedes-Benz_120000,Diesel_120000,Mercedes-Benz_0,Diesel_0,None reported_0,Mercedes-Benz_Diesel,None reported_Yes
Toyota,Sequoia Platinum,2023,325,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,Gray,None reported,Yes,84997,0,1,<50k,Toyota_Sequoia Platinum,11.350371240731954,657475,Toyota_2023,Toyota_325,Hybrid_325,Toyota_0,Hybrid_0,None reported_0,Toyota_Hybrid,None reported_Yes
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,39100,0,7,50k-100k,Maserati_Quattroporte S GranLusso,10.573877745973457,110935000,Maserati_2017,Maserati_55000,Gasoline_55000,Maserati_0,Gasoline_0,None reported_0,Maserati_Gasoline,None reported_Yes
Toyota,Land Cruiser Base,1996,233000,–,–,A/T,Blue,Gray,None reported,Yes,7500,0,28,>200k,Toyota_Land Cruiser Base,8.922658299524402,465068000,Toyota_1996,Toyota_233000,–_233000,Toyota_0,–_0,None reported_0,Toyota_–,None reported_Yes
Lamborghini,Aventador SVJ Base,2021,6987,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed,–,Nero Ade,None reported,Yes,749950,0,3,<50k,Lamborghini_Aventador SVJ Base,13.527761816623505,14120727,Lamborghini_2021,Lamborghini_6987,Gasoline_6987,Lamborghini_0,Gasoline_0,None reported_0,Lamborghini_Gasoline,None reported_Yes
Ford,Mustang Bullitt,2019,48500,Gasoline,480.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,44999,0,5,<50k,Ford_Mustang Bullitt,10.714395546283317,97921500,Ford_2019,Ford_48500,Gasoline_48500,Ford_0,Gasoline_0,At least 1 accident or damage reported_0,Ford_Gasoline,At least 1 accident or damage reported_Yes
RAM,2500 Tradesman,2018,52000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000,0,6,50k-100k,RAM_2500 Tradesman,10.819778284410283,104936000,RAM_2018,RAM_52000,Diesel_52000,RAM_0,Diesel_0,None reported_0,RAM_Diesel,None reported_Yes
